Date,Team,VegasLine
20160403,Grizzlies,206
20160403,Nets,203
20160403,Pelicans,203
20160403,Rockets,222
20160403,Thunder,222
20160403,Suns,193.5
20160403,Jazz,193.5
20160403,Timberwolves,206
20160403,Mavericks,206
20160403,Warriors,227
20160403,Trailblazers,227
20160405,Bucks,203
20160405,Cavaliers,203
20160405,Clippers,208
20160405,Lakers,208
20160405,Grizzlies,200.5
20160405,Bulls,200.5
20160405,Hawks,207
20160405,Suns,207
20160405,Heat,202
20160405,Pistons,202
20160405,Jazz,183.5
20160405,Spurs,183.5
20160405,Kings,222
20160405,Trailblazers,222
20160405,Nuggets,217.5
20160405,Thunder,217.5
20160405,Raptors,201.5
20160405,Hornets,201.5
20160405,Seventysixers,206.5
20160405,Pelicans,206.5
20160405,Warriors,226
20160405,Timberwolves,226
20160406,Celtics,207.5
20160406,Pelicans,207.5
20160406,Knicks,196.5
20160406,Hornets,196.5
20160406,Lakers,203.5
20160406,Clippers,203.5
20160406,Magic,208.5
20160406,Pistons,208.5
20160406,Mavericks,206
20160406,Rockets,206
20160406,Pacers,198
20160406,Cavaliers,198
20160406,Trailblazers,218
20160406,Thunder,218
20160406,Wizards,210.5
20160406,Nets,210.5
20160407,Hawks,200
20160407,Raptors,200
20160407,Heat,204.5
20160407,Bulls,204.5
20160407,Kings,220
20160407,Timberwolves,220
20160407,Rockets,214
20160407,Suns,214
20160407,Warriors,208
20160407,Spurs,208
20160408,Celtics,204.5
20160408,Bucks,204.5
20160408,Hornets,207
20160408,Nets,207
20160408,Jazz,184.5
20160408,Clippers,184.5
20160408,Magic,208
20160408,Heat,208
20160408,Mavericks,192.5
20160408,Grizzlies,192.5
20160408,Nuggets,198
20160408,Spurs,198
20160408,Pelicans,202.5
20160408,Lakers,202.5
20160408,Pistons,205.5
20160408,Wizards,205.5
20160408,Raptors,194.5
20160408,Pacers,194.5
20160408,Seventysixers,204
20160408,Knicks,204
20160409,Bulls,205
20160409,Cavaliers,205
20160409,Grizzlies,212
20160409,Warriors,212
20160409,Hawks,207
20160409,Celtics,207
20160409,Kings,226
20160409,Thunder,226
20160409,Pelicans,209
20160409,Suns,209
20160409,Trailblazers,215
20160409,Timberwolves,215
20160410,Clippers,195
20160410,Mavericks,195
20160410,Heat,211.5
20160410,Magic,211.5
20160410,Knicks,195
20160410,Raptors,195
20160410,Nuggets,192
20160410,Jazz,192
20160410,Pacers,204
20160410,Nets,204
20160410,Rockets,213
20160410,Lakers,213
20160410,Seventysixers,205
20160410,Bucks,205
20160410,Spurs,205
20160410,Warriors,205
20160410,Wizards,206.5
20160410,Hornets,206.5
20160411,Cavaliers,204
20160411,Hawks,204
20160411,Celtics,210
20160411,Hornets,210
20160411,Jazz,180.5
20160411,Mavericks,180.5
20160411,Magic,209.5
20160411,Bucks,209.5
20160411,Nets,213
20160411,Wizards,213
20160411,Pelicans,206
20160411,Bulls,206
20160411,Suns,218.5
20160411,Kings,218.5
20160411,Thunder,215.5
20160411,Lakers,215.5
20160411,Timberwolves,216.5
20160411,Rockets,216.5
20160412,Clippers,198.5
20160412,Grizzlies,198.5
20160412,Pacers,197.5
20160412,Knicks,197.5
20160412,Pistons,199.5
20160412,Heat,199.5
20160412,Raptors,204
20160412,Seventysixers,204
20160412,Spurs,203
20160412,Thunder,203
20160413,Bucks,201.5
20160413,Pacers,201.5
20160413,Bulls,209.5
20160413,Seventysixers,209.5
20160413,Cavaliers,195.5
20160413,Pistons,195.5
20160413,Celtics,206
20160413,Heat,206
20160413,Hornets,211
20160413,Magic,211
20160413,Lakers,194.5
20160413,Jazz,194.5
20160413,Mavericks,187
20160413,Spurs,187
20160413,Nets,206
20160413,Raptors,206
20160413,Rockets,220.5
20160413,Kings,220.5
20160413,Suns,205
20160413,Clippers,205
20160413,Timberwolves,213
20160413,Pelicans,213
20160413,Trailblazers,216.5
20160413,Nuggets,216.5
20160413,Warriors,213
20160413,Grizzlies,213
20160413,Wizards,209
20160413,Hawks,209
