team,points,op team,op points,home away,season,vegas line,o/u margin,vegas line total,assists,ats streak,attendance,biggest lead,blocks,conference west/east,defensive rebounds,fast break points,field goals attempted,field goal percentage,fouls,free throws made,free throw percentage,lead changes,losses,margin after the first,margin at the half,matchup losses,matchup wins,offensive rebounds,officials,ou streak,overtime,points in the paint,rest,site streak,steals,streak,team rebounds,three pointers made,time of game,turnovers,wins,win percentage,matchup,o/u,WL,o/u margin class,time zone__C,time zone__M,time zone__P,division__Atlantic,division__Central,division__Northwest,division__Pacific,division__Southeast,division__Southwest,day__Friday,day__Monday,day__Saturday,day__Sunday,day__Thursday,day__Tuesday,day__Wednesday
Pacers,115,Raptors,120,0,2017,6.5,17.0,218.0,21.0,-1,19800.0,8.0,5.0,0,31.0,10.0,102.0,44.12,17.0,17.0,77.27,12.0,10,5.0,-7.0,0,1,15.0,"['Tony Brothers', 'Matt Boland', 'Gediminas Petraitis']",-1,0.0,44.0,1.0,-1,7.0,-1,14.0,8.0,129.0,11.0,12,120.0,Pacers Raptors,1,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Thunder,111,Timberwolves,107,1,2017,-5.0,7.0,211.0,28.0,-3,18203.0,21.0,8.0,1,29.0,16.0,79.0,51.9,24.0,21.0,95.45,0.0,12,9.0,10.0,2,0,13.0,"['John Goble', 'Courtney Kirkland', 'Brett Nansel']",1,0.0,52.0,1.0,-2,7.0,-3,4.0,8.0,135.0,18.0,8,66.67,Thunder Timberwolves,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Timberwolves,107,Thunder,111,0,2017,5.0,7.0,211.0,26.0,1,18203.0,0.0,5.0,1,20.0,9.0,76.0,51.32,20.0,17.0,80.95,0.0,9,-9.0,-10.0,0,2,6.0,"['John Goble', 'Courtney Kirkland', 'Brett Nansel']",1,0.0,44.0,1.0,-1,7.0,1,8.0,12.0,135.0,16.0,13,144.44,Timberwolves Thunder,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Wizards,109,Pistons,91,1,2017,0.0,-5.0,205.0,28.0,2,17885.0,20.0,6.0,0,33.0,11.0,89.0,48.31,20.0,16.0,84.21,9.0,10,0.0,-6.0,0,1,16.0,"['Rodney Mott', 'Mark Ayotte', 'Mark Lindsay']",1,0.0,54.0,1.0,-2,12.0,-1,6.0,7.0,129.0,11.0,11,110.0,Wizards Pistons,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Pistons,91,Wizards,109,0,2017,0.0,-5.0,205.0,20.0,3,17885.0,7.0,5.0,0,28.0,6.0,79.0,44.3,21.0,12.0,63.16,9.0,6,0.0,6.0,1,0,4.0,"['Rodney Mott', 'Mark Ayotte', 'Mark Lindsay']",2,0.0,38.0,1.0,1,7.0,3,13.0,9.0,129.0,15.0,14,233.33,Pistons Wizards,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bucks,109,Kings,104,1,2017,-12.0,13.5,199.5,20.0,2,15581.0,20.0,6.0,0,27.0,13.0,69.0,49.28,18.0,35.0,83.33,0.0,9,8.0,11.0,0,1,9.0,"['Tom Washington', 'Dedric Taylor', 'Gary Zielinski']",-1,0.0,40.0,1.0,-4,9.0,2,7.0,6.0,134.0,15.0,11,122.22,Bucks Kings,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kings,104,Bucks,109,0,2017,12.0,13.5,199.5,20.0,-2,15581.0,0.0,1.0,1,27.0,2.0,77.0,48.05,28.0,19.0,90.48,0.0,15,-8.0,-11.0,1,0,6.0,"['Tom Washington', 'Dedric Taylor', 'Gary Zielinski']",3,0.0,40.0,0.0,-1,7.0,1,8.0,11.0,134.0,15.0,7,46.67,Kings Bucks,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Cavaliers,116,Grizzlies,111,1,2017,-11.5,19.5,207.5,24.0,-1,20562.0,19.0,7.0,0,30.0,12.0,75.0,56.0,14.0,21.0,91.3,7.0,7,-4.0,14.0,0,0,1.0,"['Derrick Stafford', 'Kevin Cutler', 'Gediminas Petraitis']",1,0.0,54.0,1.0,-1,8.0,10,4.0,11.0,131.0,10.0,15,214.29,Cavaliers Grizzlies,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Grizzlies,111,Cavaliers,116,0,2017,11.5,19.5,207.5,31.0,-10,20562.0,12.0,4.0,1,30.0,10.0,84.0,51.19,19.0,12.0,85.71,7.0,14,4.0,-14.0,0,0,6.0,"['Derrick Stafford', 'Kevin Cutler', 'Gediminas Petraitis']",-1,0.0,38.0,0.0,1,6.0,-10,7.0,13.0,131.0,12.0,7,50.0,Grizzlies Cavaliers,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Celtics,116,Suns,111,1,2017,-12.0,11.0,216.0,32.0,1,18624.0,17.0,6.0,0,27.0,6.0,80.0,52.5,16.0,18.0,78.26,9.0,4,9.0,6.0,0,0,4.0,"['Bill Kennedy', 'Derrick Collins', 'JB DeRosa']",-1,0.0,38.0,1.0,2,8.0,1,8.0,14.0,127.0,9.0,19,475.0,Celtics Suns,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Suns,111,Celtics,116,0,2017,12.0,11.0,216.0,24.0,-1,18624.0,5.0,1.0,1,31.0,8.0,101.0,47.52,19.0,8.0,72.73,9.0,15,-9.0,-6.0,0,0,16.0,"['Bill Kennedy', 'Derrick Collins', 'JB DeRosa']",1,0.0,60.0,2.0,-3,8.0,-1,13.0,7.0,127.0,10.0,8,53.33,Suns Celtics,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mavericks,108,Clippers,82,1,2017,-5.0,-17.0,207.0,24.0,-1,19245.0,33.0,7.0,1,39.0,2.0,79.0,45.57,20.0,20.0,76.92,0.0,17,7.0,21.0,1,0,15.0,"['Kane Fitzgerald', 'Tony Brown', 'Aaron Smith']",2,0.0,32.0,2.0,1,4.0,-2,7.0,16.0,130.0,15.0,5,29.41,Mavericks Clippers,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Clippers,82,Mavericks,108,0,2017,5.0,-17.0,207.0,16.0,-1,19245.0,0.0,6.0,1,27.0,14.0,86.0,34.88,20.0,16.0,69.57,0.0,12,-7.0,-21.0,0,1,11.0,"['Kane Fitzgerald', 'Tony Brown', 'Aaron Smith']",2,0.0,28.0,1.0,2,8.0,-1,13.0,6.0,130.0,10.0,8,66.67,Clippers Mavericks,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Nets,102,Hawks,114,1,2017,-4.5,-1.0,217.0,26.0,7,13949.0,5.0,8.0,0,34.0,7.0,82.0,41.46,18.0,17.0,80.95,8.0,13,-3.0,-9.0,0,1,12.0,"['James Capers', 'Jacyn Goble', 'David Guthrie']",1,0.0,28.0,2.0,-3,1.0,1,8.0,17.0,120.0,19.0,8,61.54,Nets Hawks,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Hawks,114,Nets,102,0,2017,4.5,-1.0,217.0,18.0,1,13949.0,17.0,5.0,0,34.0,4.0,99.0,47.47,19.0,10.0,71.43,8.0,17,3.0,9.0,1,0,13.0,"['James Capers', 'Jacyn Goble', 'David Guthrie']",1,0.0,54.0,1.0,4,12.0,-2,7.0,10.0,120.0,8.0,4,23.53,Hawks Nets,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Nuggets,115,Lakers,100,1,2017,-5.0,-7.0,222.0,26.0,-2,19520.0,15.0,6.0,1,30.0,9.0,87.0,45.98,19.0,23.0,82.14,7.0,9,5.0,-4.0,1,0,9.0,"['Marc Davis', 'Tre Maddox', 'Ben Taylor']",1,0.0,56.0,1.0,1,8.0,1,7.0,12.0,139.0,12.0,12,133.33,Nuggets Lakers,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Lakers,100,Nuggets,115,0,2017,5.0,-7.0,222.0,21.0,1,19520.0,8.0,2.0,1,35.0,13.0,86.0,44.19,24.0,15.0,71.43,7.0,13,-5.0,4.0,0,1,17.0,"['Marc Davis', 'Tre Maddox', 'Ben Taylor']",3,0.0,52.0,2.0,1,5.0,-3,8.0,9.0,139.0,21.0,8,61.54,Lakers Nuggets,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Seventysixers,108,Pistons,103,1,2017,-4.5,-2.0,213.0,27.0,-3,20562.0,18.0,4.0,0,30.0,5.0,86.0,40.7,24.0,28.0,87.5,8.0,9,7.0,16.0,0,1,17.0,"['Scott Foster', 'Tyler Ford', 'Justin Van Duyne']",-1,0.0,36.0,1.0,-1,7.0,-1,10.0,10.0,146.0,17.0,12,133.33,Seventysixers Pistons,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pistons,103,Seventysixers,108,0,2017,4.5,-2.0,213.0,20.0,-1,20562.0,9.0,2.0,0,29.0,7.0,78.0,43.59,27.0,26.0,81.25,8.0,7,-7.0,-16.0,1,0,7.0,"['Scott Foster', 'Tyler Ford', 'Justin Van Duyne']",-1,0.0,34.0,0.0,-1,8.0,-1,12.0,9.0,146.0,16.0,14,200.0,Pistons Seventysixers,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Trailblazers,116,Pelicans,123,1,2017,-5.5,30.0,209.0,20.0,-1,18730.0,14.0,3.0,1,35.0,4.0,105.0,44.76,17.0,11.0,100.0,3.0,9,7.0,-3.0,0,1,9.0,"['Ed Malloy', 'Josh Tiven', 'Scott Twardoski']",-2,0.0,56.0,1.0,1,6.0,-1,7.0,11.0,121.0,5.0,13,144.44,Trailblazers Pelicans,1,-1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Pelicans,123,Trailblazers,116,0,2017,5.5,30.0,209.0,22.0,-3,18730.0,19.0,3.0,1,44.0,12.0,86.0,52.33,16.0,18.0,72.0,3.0,11,-7.0,3.0,1,0,4.0,"['Ed Malloy', 'Josh Tiven', 'Scott Twardoski']",2,0.0,56.0,0.0,-1,2.0,-3,6.0,15.0,121.0,11.0,11,100.0,Pelicans Trailblazers,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Heat,95,Warriors,123,1,2017,10.5,-0.5,218.5,17.0,1,19600.0,8.0,4.0,0,23.0,0.0,81.0,40.74,15.0,15.0,88.24,13.0,11,3.0,-2.0,1,0,5.0,"['Courtney Kirkland', 'Eric Dalen', 'Mark Lindsay']",1,0.0,32.0,1.0,1,5.0,1,9.0,14.0,124.0,11.0,11,100.0,Heat Warriors,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Warriors,123,Heat,95,0,2017,-10.5,-0.5,218.5,32.0,1,19600.0,33.0,4.0,1,34.0,14.0,84.0,55.95,14.0,18.0,75.0,13.0,6,-3.0,2.0,0,1,7.0,"['Courtney Kirkland', 'Eric Dalen', 'Mark Lindsay']",3,0.0,58.0,1.0,-2,4.0,2,15.0,11.0,124.0,9.0,17,283.33,Warriors Heat,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Knicks,100,Magic,105,1,2017,2.0,-7.0,212.0,18.0,1,19082.0,3.0,4.0,0,35.0,4.0,93.0,46.24,24.0,9.0,90.0,10.0,10,-11.0,-3.0,1,0,10.0,"['Pat Fraher', 'Mark Ayotte', 'Karl Lane']",-2,0.0,56.0,3.0,2,4.0,1,4.0,5.0,134.0,14.0,11,110.0,Knicks Magic,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Magic,105,Knicks,100,0,2017,-2.0,-7.0,212.0,19.0,-1,19082.0,17.0,3.0,0,34.0,12.0,82.0,45.12,11.0,25.0,86.21,10.0,14,11.0,3.0,0,1,8.0,"['Pat Fraher', 'Mark Ayotte', 'Karl Lane']",6,0.0,54.0,1.0,2,8.0,-1,9.0,6.0,134.0,10.0,9,64.29,Magic Knicks,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lakers,95,Rockets,118,1,2017,12.5,-11.0,224.0,16.0,-1,18997.0,6.0,6.0,1,34.0,17.0,84.0,38.1,22.0,22.0,73.33,6.0,14,0.0,-15.0,0,0,11.0,"['Monty McCutchen', 'Marat Kogut', 'Haywoode Workman']",-1,0.0,42.0,0.0,-1,9.0,-4,15.0,9.0,127.0,20.0,8,57.14,Lakers Rockets,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Rockets,118,Lakers,95,0,2017,-12.5,-11.0,224.0,17.0,1,18997.0,24.0,4.0,1,36.0,12.0,90.0,50.0,23.0,14.0,82.35,6.0,4,0.0,15.0,0,0,7.0,"['Monty McCutchen', 'Marat Kogut', 'Haywoode Workman']",-2,0.0,54.0,3.0,4,10.0,6,5.0,14.0,127.0,15.0,17,425.0,Rockets Lakers,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Thunder,90,Spurs,87,1,2017,-5.5,-21.5,198.5,21.0,-4,18203.0,14.0,2.0,1,32.0,13.0,87.0,42.53,19.0,10.0,47.62,4.0,12,7.0,11.0,1,0,15.0,"['Kane Fitzgerald', 'Bennie Adams', 'Curtis Blair']",2,0.0,52.0,1.0,1,8.0,1,15.0,6.0,139.0,20.0,9,75.0,Thunder Spurs,0,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Spurs,87,Thunder,90,0,2017,5.5,-21.5,198.5,14.0,2,18203.0,1.0,10.0,1,31.0,11.0,76.0,40.79,24.0,17.0,73.91,4.0,7,-7.0,-11.0,0,1,8.0,"['Kane Fitzgerald', 'Bennie Adams', 'Curtis Blair']",-1,0.0,36.0,1.0,-1,11.0,4,11.0,8.0,139.0,17.0,15,214.29,Spurs Thunder,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Timberwolves,112,Clippers,106,1,2017,-12.0,4.5,213.5,22.0,2,13172.0,8.0,1.0,1,28.0,13.0,88.0,43.18,16.0,28.0,90.32,13.0,10,4.0,5.0,0,0,14.0,"['Bill Spooner', 'Eric Lewis', 'Leroy Richardson']",2,0.0,44.0,1.0,-2,9.0,-1,9.0,8.0,134.0,7.0,13,130.0,Timberwolves Clippers,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Clippers,106,Timberwolves,112,0,2017,12.0,4.5,213.5,21.0,-2,13172.0,3.0,7.0,1,29.0,2.0,73.0,50.68,26.0,17.0,77.27,13.0,13,-4.0,-5.0,0,0,8.0,"['Bill Spooner', 'Eric Lewis', 'Leroy Richardson']",-1,0.0,34.0,0.0,-1,3.0,-2,6.0,15.0,134.0,16.0,8,61.54,Clippers Timberwolves,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Bulls,91,Cavaliers,113,1,2017,9.5,-6.5,210.5,21.0,2,21323.0,6.0,5.0,0,33.0,10.0,82.0,41.46,16.0,14.0,77.78,1.0,18,-7.0,-16.0,1,0,10.0,"['Bill Kennedy', 'Karl Lane', 'Matt Myers']",2,0.0,34.0,2.0,1,4.0,-8,1.0,9.0,117.0,11.0,3,16.67,Bulls Cavaliers,0,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cavaliers,113,Bulls,91,0,2017,-9.5,-6.5,210.5,22.0,-2,21323.0,25.0,2.0,0,41.0,7.0,81.0,51.85,13.0,16.0,94.12,1.0,7,7.0,16.0,0,1,5.0,"['Bill Kennedy', 'Karl Lane', 'Matt Myers']",2,0.0,34.0,1.0,1,6.0,11,2.0,13.0,117.0,7.0,16,228.57,Cavaliers Bulls,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Celtics,111,Bucks,100,1,2017,-5.5,7.5,203.5,25.0,-1,18624.0,20.0,3.0,0,37.0,10.0,78.0,55.13,20.0,15.0,78.95,2.0,4,8.0,13.0,1,1,8.0,"['Sean Wright', 'Brent Barnaky', 'Justin Van Duyne']",1,0.0,60.0,1.0,3,5.0,2,7.0,10.0,123.0,14.0,20,500.0,Celtics Bucks,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bucks,100,Celtics,111,0,2017,5.5,7.5,203.5,17.0,-1,18624.0,1.0,2.0,0,25.0,12.0,78.0,44.87,17.0,21.0,87.5,2.0,9,-8.0,-13.0,1,1,3.0,"['Sean Wright', 'Brent Barnaky', 'Justin Van Duyne']",1,0.0,34.0,1.0,1,6.0,3,5.0,9.0,123.0,9.0,12,133.33,Bucks Celtics,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Grizzlies,95,Timberwolves,92,1,2017,2.5,-14.5,201.5,22.0,1,14012.0,7.0,8.0,1,35.0,24.0,72.0,47.22,22.0,21.0,87.5,14.0,15,3.0,3.0,0,0,6.0,"['Mike Callahan', 'Curtis Blair', 'Gary Zielinski']",1,0.0,40.0,1.0,-1,6.0,-11,8.0,6.0,125.0,16.0,7,46.67,Grizzlies Timberwolves,0,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Timberwolves,92,Grizzlies,95,0,2017,-2.5,-14.5,201.5,17.0,-1,14012.0,5.0,2.0,1,27.0,8.0,79.0,44.3,16.0,18.0,94.74,14.0,10,-3.0,-3.0,0,0,7.0,"['Mike Callahan', 'Curtis Blair', 'Gary Zielinski']",3,0.0,48.0,0.0,1,9.0,1,3.0,4.0,125.0,9.0,14,140.0,Timberwolves Grizzlies,0,-1,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Hawks,90,Nets,110,1,2017,-1.0,-18.0,218.0,18.0,2,12056.0,7.0,2.0,0,29.0,6.0,82.0,36.59,19.0,21.0,77.78,11.0,17,-1.0,1.0,1,1,9.0,"['Tom Washington', 'Mitchell Ervin', 'Leon Wood']",-1,0.0,30.0,1.0,-1,9.0,1,8.0,9.0,127.0,18.0,5,29.41,Hawks Nets,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nets,110,Hawks,90,0,2017,1.0,-18.0,218.0,29.0,-1,12056.0,29.0,6.0,0,40.0,18.0,85.0,48.24,28.0,13.0,86.67,11.0,14,1.0,-1.0,1,1,12.0,"['Tom Washington', 'Mitchell Ervin', 'Leon Wood']",-1,0.0,40.0,1.0,1,7.0,-1,6.0,15.0,127.0,22.0,8,57.14,Nets Hawks,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hornets,104,Magic,94,1,2017,-8.0,-20.5,218.5,17.0,-3,14419.0,12.0,5.0,0,41.0,19.0,84.0,40.48,18.0,33.0,82.5,5.0,13,3.0,9.0,0,1,11.0,"['Tony Brothers', 'Derrick Collins', 'Jacyn Goble']",2,0.0,50.0,2.0,-2,13.0,-4,7.0,3.0,141.0,14.0,8,61.54,Hornets Magic,0,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Magic,94,Hornets,104,0,2017,8.0,-20.5,218.5,24.0,1,14419.0,8.0,5.0,0,35.0,10.0,82.0,43.9,30.0,12.0,85.71,5.0,14,-3.0,-9.0,1,0,5.0,"['Tony Brothers', 'Derrick Collins', 'Jacyn Goble']",-1,0.0,44.0,0.0,-1,5.0,1,6.0,10.0,141.0,20.0,10,71.43,Magic Hornets,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jazz,116,Wizards,69,1,2017,-3.5,-12.0,197.0,29.0,5,17227.0,47.0,3.0,1,42.0,18.0,76.0,56.58,20.0,14.0,77.78,3.0,11,14.0,34.0,0,0,10.0,"['Marc Davis', 'Ron Garretson', 'Ben Taylor']",2,0.0,50.0,2.0,1,9.0,5,9.0,16.0,126.0,16.0,12,109.09,Jazz Wizards,0,1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Wizards,69,Jazz,116,0,2017,3.5,-12.0,197.0,9.0,3,17227.0,2.0,2.0,0,19.0,4.0,80.0,28.75,21.0,19.0,82.61,3.0,10,-14.0,-34.0,0,0,12.0,"['Marc Davis', 'Ron Garretson', 'Ben Taylor']",-1,0.0,24.0,2.0,1,8.0,1,6.0,4.0,126.0,13.0,12,120.0,Wizards Jazz,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mavericks,122,Nuggets,105,1,2017,-3.0,18.0,209.0,26.0,1,19419.0,25.0,6.0,1,37.0,17.0,86.0,56.98,18.0,12.0,70.59,0.0,17,16.0,17.0,0,0,5.0,"['Ken Mauer', 'Gediminas Petraitis', 'Scott Wall']",-1,0.0,64.0,1.0,2,4.0,1,5.0,12.0,124.0,7.0,6,35.29,Mavericks Nuggets,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Nuggets,105,Mavericks,122,0,2017,3.0,18.0,209.0,25.0,1,19419.0,0.0,5.0,1,34.0,24.0,91.0,41.76,19.0,15.0,65.22,0.0,9,-16.0,-17.0,0,0,15.0,"['Ken Mauer', 'Gediminas Petraitis', 'Scott Wall']",-1,0.0,42.0,1.0,2,5.0,2,7.0,14.0,124.0,7.0,13,144.44,Nuggets Mavericks,1,-1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Pacers,115,Knicks,97,1,2017,-11.0,0.5,211.5,28.0,1,12018.0,38.0,5.0,0,37.0,31.0,86.0,53.49,20.0,12.0,80.0,0.0,11,12.0,26.0,1,0,7.0,"['John Goble', 'Ray Acosta', 'Kevin Cutler']",1,0.0,48.0,2.0,-2,10.0,-2,5.0,11.0,117.0,16.0,12,109.09,Pacers Knicks,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Knicks,97,Pacers,115,0,2017,11.0,0.5,211.5,26.0,-1,12018.0,0.0,2.0,0,28.0,5.0,91.0,43.96,15.0,11.0,68.75,0.0,11,-12.0,-26.0,0,1,15.0,"['John Goble', 'Ray Acosta', 'Kevin Cutler']",-3,0.0,54.0,0.0,3,4.0,-1,7.0,6.0,117.0,17.0,11,100.0,Knicks Pacers,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pelicans,115,Warriors,125,1,2017,9.0,12.0,228.0,33.0,1,17004.0,21.0,4.0,1,36.0,20.0,91.0,49.45,26.0,9.0,60.0,11.0,11,7.0,20.0,2,0,11.0,"['Derrick Stafford', 'Matt Boland', 'J.T. Orr']",3,0.0,50.0,1.0,-2,11.0,1,9.0,16.0,139.0,21.0,12,109.09,Pelicans Warriors,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Warriors,125,Pelicans,115,0,2017,-9.0,12.0,228.0,36.0,2,17004.0,10.0,5.0,1,35.0,35.0,87.0,51.72,17.0,19.0,70.37,11.0,6,-7.0,-20.0,0,2,5.0,"['Derrick Stafford', 'Matt Boland', 'J.T. Orr']",-1,0.0,44.0,0.0,-3,14.0,3,6.0,16.0,139.0,16.0,18,300.0,Warriors Pelicans,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Seventysixers,101,Suns,115,1,2017,-10.5,-11.0,227.0,23.0,1,20564.0,2.0,6.0,0,34.0,9.0,91.0,42.86,22.0,16.0,100.0,10.0,9,0.0,-13.0,0,0,13.0,"['Rodney Mott', 'Tony Brown', 'Kevin Scott']",-2,0.0,52.0,1.0,1,9.0,1,7.0,7.0,127.0,14.0,13,144.44,Seventysixers Suns,0,-1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Suns,115,Seventysixers,101,0,2017,10.5,-11.0,227.0,25.0,1,20564.0,17.0,9.0,1,31.0,2.0,91.0,48.35,14.0,17.0,77.27,10.0,16,0.0,13.0,0,0,15.0,"['Rodney Mott', 'Tony Brown', 'Kevin Scott']",2,0.0,46.0,1.0,-4,10.0,-2,4.0,10.0,127.0,11.0,8,50.0,Suns Seventysixers,0,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Spurs,96,Pistons,93,1,2017,-3.5,-9.5,198.5,30.0,3,18288.0,6.0,7.0,1,41.0,3.0,82.0,42.68,20.0,12.0,100.0,11.0,8,-1.0,-3.0,0,0,10.0,"['James Williams', 'Nick Buchert', 'Tre Maddox']",-2,0.0,34.0,0.0,-2,2.0,-1,3.0,14.0,131.0,16.0,15,187.5,Spurs Pistons,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Pistons,93,Spurs,96,0,2017,3.5,-9.5,198.5,15.0,-2,18288.0,9.0,2.0,0,35.0,13.0,85.0,41.18,22.0,15.0,62.5,11.0,8,1.0,3.0,0,0,7.0,"['James Williams', 'Nick Buchert', 'Tre Maddox']",-2,0.0,40.0,1.0,-2,8.0,-2,10.0,8.0,131.0,10.0,14,175.0,Pistons Spurs,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Raptors,126,Suns,113,1,2017,-13.5,14.0,225.0,30.0,-1,19800.0,19.0,4.0,0,34.0,15.0,92.0,47.83,28.0,23.0,88.46,3.0,7,13.0,9.0,0,0,8.0,"['David Guthrie', 'Bennie Adams', 'Leroy Richardson']",2,0.0,42.0,3.0,2,13.0,3,10.0,15.0,136.0,15.0,14,200.0,Raptors Suns,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Suns,113,Raptors,126,0,2017,13.5,14.0,225.0,23.0,2,19800.0,3.0,4.0,1,35.0,25.0,75.0,49.33,24.0,30.0,78.95,3.0,16,-13.0,-9.0,0,0,0.0,"['David Guthrie', 'Bennie Adams', 'Leroy Richardson']",-1,0.0,44.0,0.0,-5,7.0,1,10.0,9.0,136.0,17.0,9,56.25,Suns Raptors,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Thunder,100,Jazz,94,1,2017,-7.0,-3.0,197.0,18.0,-5,18203.0,7.0,6.0,1,34.0,11.0,81.0,48.15,18.0,18.0,69.23,4.0,12,-9.0,-8.0,1,0,12.0,"['Bill Spooner', 'JB DeRosa', 'Mark Lindsay']",-1,0.0,58.0,1.0,2,11.0,2,13.0,4.0,130.0,18.0,10,83.33,Thunder Jazz,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jazz,94,Thunder,100,0,2017,7.0,-3.0,197.0,18.0,6,18203.0,17.0,5.0,1,26.0,6.0,79.0,43.04,21.0,15.0,71.43,4.0,11,9.0,8.0,0,1,9.0,"['Bill Spooner', 'JB DeRosa', 'Mark Lindsay']",-1,0.0,40.0,0.0,2,16.0,6,7.0,11.0,130.0,16.0,13,118.18,Jazz Thunder,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Trailblazers,92,Wizards,106,1,2017,-5.5,-4.0,202.0,18.0,-2,19241.0,5.0,5.0,1,34.0,0.0,78.0,41.03,20.0,16.0,76.19,3.0,10,-2.0,-14.0,0,1,7.0,"['Monty McCutchen', 'Brian Forte', 'Marat Kogut']",1,0.0,26.0,2.0,2,2.0,-2,9.0,12.0,123.0,18.0,13,130.0,Trailblazers Wizards,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Wizards,106,Trailblazers,92,0,2017,5.5,-4.0,202.0,20.0,-1,19241.0,23.0,6.0,0,33.0,16.0,89.0,47.19,22.0,11.0,78.57,3.0,11,2.0,14.0,1,0,11.0,"['Monty McCutchen', 'Brian Forte', 'Marat Kogut']",-2,0.0,34.0,0.0,-1,16.0,-1,7.0,11.0,123.0,10.0,12,109.09,Wizards Trailblazers,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
