team,points,op team,op points,home away,season,vegas line,o/u margin,vegas line total,assists,ats streak,attendance,biggest lead,blocks,conference west/east,defensive rebounds,fast break points,field goals attempted,field goal percentage,fouls,free throws made,free throw percentage,lead changes,losses,margin after the first,margin at the half,matchup losses,matchup wins,offensive rebounds,officials,ou streak,overtime,points in the paint,rest,site streak,steals,streak,team rebounds,three pointers made,time of game,turnovers,wins,win percentage,matchup,o/u,WL,o/u margin class,time zone__C,time zone__M,time zone__P,division__Atlantic,division__Central,division__Northwest,division__Pacific,division__Southeast,division__Southwest,day__Friday,day__Monday,day__Saturday,day__Sunday,day__Thursday,day__Tuesday,day__Wednesday
Nets,103,Rockets,117,0,2017,17.5,-6.5,226.5,24.0,5,16189.0,1.0,4.0,0,37.0,11.0,86.0,46.51,19.0,13.0,76.47,2.0,12,-17.0,-11.0,0,0,6.0,"['Derrick Stafford', 'Brent Barnaky', 'Tyler Ford']",-1,0.0,54.0,0.0,-1,5.0,1,5.0,10.0,122.0,13.0,7,58.33,Nets Rockets,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Seventysixers,91,Cavaliers,113,1,2017,-2.5,-20.0,224.0,15.0,6,20527.0,4.0,2.0,0,31.0,4.0,96.0,37.5,18.0,16.0,80.0,3.0,7,-7.0,-8.0,0,0,22.0,"['Sean Wright', 'Curtis Blair', 'Karl Lane']",1,0.0,54.0,1.0,4,6.0,3,9.0,3.0,126.0,12.0,11,157.14,Seventysixers Cavaliers,0,-1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cavaliers,113,Seventysixers,91,0,2017,2.5,-20.0,224.0,25.0,-2,20527.0,29.0,3.0,0,35.0,15.0,86.0,47.67,21.0,16.0,80.0,3.0,7,7.0,8.0,0,0,11.0,"['Sean Wright', 'Curtis Blair', 'Karl Lane']",-1,0.0,42.0,2.0,2,7.0,7,5.0,15.0,126.0,11.0,12,171.43,Cavaliers Seventysixers,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Spurs,115,Mavericks,108,1,2017,-10.0,29.0,194.0,27.0,1,17918.0,11.0,5.0,1,39.0,21.0,82.0,52.44,16.0,19.0,90.48,4.0,7,-2.0,-7.0,0,1,4.0,"['Ken Mauer', 'Josh Tiven', 'Scott Twardoski']",-3,0.0,36.0,1.0,-2,7.0,1,2.0,10.0,125.0,10.0,12,171.43,Spurs Mavericks,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mavericks,108,Spurs,115,0,2017,10.0,29.0,194.0,25.0,2,17918.0,13.0,0.0,1,36.0,11.0,85.0,48.24,19.0,12.0,70.59,4.0,15,2.0,7.0,1,0,4.0,"['Ken Mauer', 'Josh Tiven', 'Scott Twardoski']",-2,0.0,46.0,1.0,1,7.0,2,5.0,14.0,125.0,11.0,5,33.33,Mavericks Spurs,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Warriors,106,Kings,110,1,2017,-13.5,7.0,209.0,31.0,2,19596.0,10.0,6.0,1,27.0,19.0,80.0,50.0,15.0,10.0,71.43,16.0,5,0.0,2.0,0,0,9.0,"['Tony Brothers', 'Leroy Richardson', 'Derek Richardson']",-1,0.0,42.0,1.0,2,9.0,2,10.0,16.0,130.0,14.0,15,300.0,Warriors Kings,1,-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Kings,110,Warriors,106,0,2017,13.5,7.0,209.0,27.0,2,19596.0,6.0,6.0,1,25.0,13.0,79.0,53.16,15.0,17.0,80.95,16.0,14,0.0,-2.0,0,0,11.0,"['Tony Brothers', 'Leroy Richardson', 'Derek Richardson']",-1,0.0,62.0,1.0,3,7.0,-1,3.0,9.0,130.0,13.0,5,35.71,Kings Warriors,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Bulls,99,Suns,104,1,2017,0.0,-9.5,212.5,27.0,-5,18324.0,8.0,7.0,0,32.0,18.0,94.0,40.43,20.0,7.0,70.0,4.645716088991742,15,1.0,-3.0,1,0,9.0,"['Brett Nansel', 'Monty McCutchen', 'Mark Lindsay']",-1,0.0,32.0,1.0,1,11.0,-5,8.357991900278757,16.0,135.91095566191552,9.0,3,20.0,Bulls Suns,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Suns,104,Bulls,99,0,2017,0.0,-9.5,212.5,24.0,1,18324.0,17.0,4.0,1,44.0,6.0,87.0,43.68,12.0,17.0,73.91,4.645716088991742,14,-1.0,3.0,0,1,13.0,"['Brett Nansel', 'Monty McCutchen', 'Mark Lindsay']",1,0.0,44.0,1.0,-1,4.0,-3,8.357991900278757,11.0,135.91095566191552,15.0,7,50.0,Suns Bulls,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Cavaliers,108,Heat,97,1,2017,-4.5,-2.5,207.5,21.0,1,20562.0,34.0,2.0,0,40.0,17.0,81.0,49.38,17.0,17.0,73.91,4.645716088991742,7,11.0,26.0,0,0,5.0,"['Mark Ayotte', 'Aaron Smith', 'Kane Fitzgerald']",-2,0.0,48.0,0.0,-1,12.0,8,8.357991900278757,11.0,135.91095566191552,12.0,13,185.71,Cavaliers Heat,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Heat,97,Cavaliers,108,0,2017,4.5,-2.5,207.5,24.0,3,20562.0,0.0,5.0,0,34.0,6.0,84.0,44.05,19.0,13.0,65.0,4.645716088991742,9,-11.0,-26.0,0,0,8.0,"['Mark Ayotte', 'Aaron Smith', 'Kane Fitzgerald']",-2,0.0,42.0,1.0,-2,7.0,3,8.357991900278757,10.0,135.91095566191552,15.0,10,111.11,Heat Cavaliers,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jazz,106,Nuggets,77,1,2017,-2.0,-22.5,205.5,24.0,2,16790.0,31.0,6.0,1,34.0,4.0,87.0,48.28,20.0,8.0,88.89,4.645716088991742,11,2.0,-1.0,0,1,9.0,"['Leon Wood', 'Mike Callahan', 'Bennie Adams']",1,0.0,46.0,2.0,2,7.0,2,8.357991900278757,14.0,135.91095566191552,11.0,9,81.82,Jazz Nuggets,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nuggets,77,Jazz,106,0,2017,2.0,-22.5,205.5,13.0,1,16790.0,7.0,4.0,1,30.0,6.0,78.0,35.9,13.0,14.0,87.5,4.645716088991742,8,-2.0,1.0,1,0,12.0,"['Leon Wood', 'Mike Callahan', 'Bennie Adams']",-2,0.0,32.0,3.0,1,6.0,1,8.357991900278757,7.0,135.91095566191552,17.0,11,137.5,Nuggets Jazz,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Kings,87,Bucks,112,1,2017,6.0,0.5,198.5,15.0,3,17583.0,4.0,2.0,1,31.0,12.0,77.0,40.26,21.0,20.0,68.97,4.645716088991742,14,-6.0,-24.0,0,0,9.0,"['James Williams', 'Jason Goldenberg', 'Scott Foster']",1,0.0,34.0,0.0,-1,5.0,1,8.357991900278757,5.0,135.91095566191552,16.0,6,42.86,Kings Bucks,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Bucks,112,Kings,87,0,2017,-6.0,0.5,198.5,27.0,-1,17583.0,36.0,5.0,0,37.0,17.0,71.0,59.15,22.0,19.0,61.29,4.645716088991742,9,6.0,24.0,0,0,1.0,"['James Williams', 'Jason Goldenberg', 'Scott Foster']",1,0.0,52.0,2.0,-2,13.0,-1,8.357991900278757,9.0,135.91095566191552,12.0,9,100.0,Bucks Kings,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Timberwolves,89,Wizards,92,1,2017,-5.0,-29.0,210.0,27.0,-5,13442.0,13.0,1.0,1,36.0,10.0,85.0,41.18,17.0,9.0,64.29,4.645716088991742,8,7.0,8.0,0,0,13.0,"['Jonathan Sterling', 'Zach Zarba', 'Brian Forte']",1,0.0,40.0,1.0,3,3.0,1,8.357991900278757,10.0,135.91095566191552,10.0,12,150.0,Timberwolves Wizards,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Wizards,92,Timberwolves,89,0,2017,5.0,-29.0,210.0,23.0,-2,13442.0,4.0,4.0,0,35.0,20.0,83.0,43.37,16.0,10.0,58.82,4.645716088991742,9,-7.0,-8.0,0,0,9.0,"['Jonathan Sterling', 'Zach Zarba', 'Brian Forte']",2,0.0,40.0,2.0,1,5.0,-2,8.357991900278757,10.0,135.91095566191552,7.0,10,111.11,Wizards Timberwolves,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Knicks,115,Heat,86,1,2017,-1.5,-1.5,202.5,26.0,-1,17693.0,30.0,5.0,0,44.0,5.0,73.0,60.27,20.0,22.0,84.62,4.0,10,11.0,21.0,0,0,8.0,"['Rodney Mott', 'Jacyn Goble', 'David Guthrie']",-1,0.0,58.0,1.0,1,10.0,-3,3.0,5.0,127.0,20.0,10,100.0,Knicks Heat,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Heat,86,Knicks,115,0,2017,1.5,-1.5,202.5,21.0,-1,17693.0,1.0,4.0,0,22.0,8.0,84.0,38.1,20.0,12.0,60.0,4.0,10,-11.0,-21.0,0,0,9.0,"['Rodney Mott', 'Jacyn Goble', 'David Guthrie']",-3,0.0,32.0,0.0,-3,13.0,-1,7.0,10.0,127.0,15.0,10,100.0,Heat Knicks,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lakers,123,Warriors,127,1,2017,10.5,22.0,228.0,30.0,-2,18997.0,6.0,5.0,1,27.0,19.0,95.0,49.47,23.0,20.0,80.0,14.0,12,-10.0,4.0,0,0,7.0,"['Ed Malloy', 'Kevin Cutler', 'Josh Tiven']",2,1.0,68.0,1.0,-2,12.0,-2,11.0,9.0,152.0,17.0,8,66.67,Lakers Warriors,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Warriors,127,Lakers,123,0,2017,-10.5,22.0,228.0,30.0,-1,18997.0,11.0,4.0,1,37.0,19.0,94.0,50.0,19.0,21.0,75.0,14.0,6,10.0,-4.0,0,0,12.0,"['Ed Malloy', 'Kevin Cutler', 'Josh Tiven']",1,1.0,52.0,1.0,3,10.0,-1,13.0,12.0,152.0,22.0,15,250.0,Warriors Lakers,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Magic,121,Thunder,108,1,2017,6.0,16.0,213.0,28.0,-3,17797.0,22.0,7.0,0,35.0,12.0,76.0,59.21,22.0,18.0,69.23,5.0,13,6.0,2.0,0,0,2.0,"['Sean Wright', 'Tyler Ford', 'Gediminas Petraitis']",4,0.0,52.0,1.0,-4,9.0,-9,8.0,13.0,136.0,13.0,8,61.54,Magic Thunder,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Thunder,108,Magic,121,0,2017,-6.0,16.0,213.0,17.0,-2,17797.0,4.0,5.0,1,27.0,10.0,96.0,39.58,20.0,20.0,66.67,5.0,11,-6.0,-2.0,0,0,21.0,"['Sean Wright', 'Tyler Ford', 'Gediminas Petraitis']",-3,0.0,46.0,3.0,-1,8.0,-2,14.0,12.0,136.0,13.0,8,72.73,Thunder Magic,1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mavericks,104,Nets,109,1,2017,-5.5,2.5,210.5,26.0,3,19327.0,10.0,3.0,1,37.0,18.0,84.0,46.43,23.0,17.0,80.95,7.0,16,6.0,-1.0,0,0,7.0,"['John Goble', 'Lauren Holtkamp', 'Eric Lewis']",1,0.0,46.0,1.0,-1,5.0,-1,2.0,9.0,135.0,11.0,5,31.25,Mavericks Nets,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nets,109,Mavericks,104,0,2017,5.5,2.5,210.5,25.0,6,19327.0,9.0,1.0,0,38.0,19.0,90.0,46.67,21.0,14.0,56.0,7.0,13,-6.0,1.0,0,0,14.0,"['John Goble', 'Lauren Holtkamp', 'Eric Lewis']",-2,0.0,58.0,1.0,-2,5.0,-1,10.0,11.0,135.0,14.0,7,53.85,Nets Mavericks,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Pelicans,102,Timberwolves,120,1,2017,-5.5,4.0,218.0,27.0,-1,15555.0,8.0,2.0,1,20.0,21.0,84.0,46.43,17.0,10.0,90.91,1.0,9,1.0,-13.0,1,0,8.0,"['Ken Mauer', 'Brent Barnaky', 'Scott Wall']",-3,0.0,44.0,3.0,-2,8.0,-1,6.0,14.0,121.0,16.0,11,122.22,Pelicans Timberwolves,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Timberwolves,120,Pelicans,102,0,2017,5.5,4.0,218.0,30.0,-6,15555.0,20.0,1.0,1,34.0,15.0,81.0,58.02,14.0,17.0,89.47,1.0,9,-1.0,13.0,0,1,10.0,"['Ken Mauer', 'Brent Barnaky', 'Scott Wall']",-1,0.0,40.0,0.0,4,10.0,-1,4.0,9.0,121.0,17.0,12,133.33,Timberwolves Pelicans,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pistons,131,Suns,107,1,2017,-12.0,20.0,218.0,31.0,2,18096.0,36.0,6.0,0,39.0,15.0,89.0,57.3,22.0,16.0,76.19,0.0,6,17.0,28.0,0,0,5.0,"['Ron Garretson', 'Ben Taylor', 'Scott Twardoski']",1,0.0,62.0,1.0,-2,11.0,2,6.0,13.0,127.0,19.0,13,216.67,Pistons Suns,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Suns,107,Pistons,131,0,2017,12.0,20.0,218.0,21.0,2,18096.0,0.0,4.0,1,29.0,8.0,84.0,46.43,19.0,22.0,78.57,0.0,14,-17.0,-28.0,0,0,8.0,"['Ron Garretson', 'Ben Taylor', 'Scott Twardoski']",-1,0.0,54.0,0.0,-2,12.0,1,7.0,7.0,127.0,19.0,8,57.14,Suns Pistons,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Raptors,126,Hornets,113,1,2017,-8.0,33.0,206.0,24.0,1,19800.0,19.0,2.0,0,28.0,10.0,98.0,53.06,23.0,8.0,72.73,0.0,7,7.0,19.0,0,0,11.0,"['Marc Davis', 'Eric Dalen', 'Aaron Smith']",-5,0.0,60.0,3.0,-3,6.0,1,10.0,14.0,129.0,9.0,12,171.43,Raptors Hornets,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hornets,113,Raptors,126,0,2017,8.0,33.0,206.0,26.0,-1,19800.0,0.0,2.0,0,29.0,12.0,79.0,46.84,17.0,30.0,85.71,0.0,11,-7.0,-19.0,0,0,7.0,"['Marc Davis', 'Eric Dalen', 'Aaron Smith']",-2,0.0,40.0,3.0,1,6.0,-2,11.0,9.0,129.0,12.0,8,72.73,Hornets Raptors,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Rockets,118,Pacers,97,1,2017,-12.0,-8.0,223.0,26.0,-2,16760.0,26.0,0.0,1,39.0,7.0,86.0,48.84,10.0,16.0,76.19,7.0,4,-5.0,5.0,0,1,10.0,"['Courtney Kirkland', 'Pat Fraher', 'Michael Smith']",-1,0.0,48.0,1.0,3,9.0,5,8.0,18.0,116.0,17.0,16,400.0,Rockets Pacers,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pacers,97,Rockets,118,0,2017,12.0,-8.0,223.0,18.0,1,16760.0,5.0,7.0,0,30.0,7.0,88.0,47.73,17.0,6.0,100.0,7.0,9,5.0,-5.0,1,0,6.0,"['Courtney Kirkland', 'Pat Fraher', 'Michael Smith']",1,0.0,60.0,1.0,3,10.0,1,2.0,7.0,116.0,14.0,12,133.33,Pacers Rockets,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Seventysixers,118,Wizards,113,1,2017,-5.5,18.0,213.0,23.0,-1,20492.0,24.0,8.0,0,43.0,7.0,81.0,45.68,27.0,41.0,64.06,1.0,8,10.0,18.0,1,0,21.0,"['Bill Spooner', 'Matt Boland', 'Mitchell Ervin']",-1,0.0,54.0,1.0,5,6.0,-1,15.0,3.0,155.0,17.0,11,137.5,Seventysixers Wizards,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Wizards,113,Seventysixers,118,0,2017,5.5,18.0,213.0,22.0,1,20492.0,2.0,4.0,0,28.0,9.0,89.0,40.45,42.0,32.0,86.49,1.0,9,-10.0,-18.0,0,1,7.0,"['Bill Spooner', 'Matt Boland', 'Mitchell Ervin']",-1,0.0,34.0,0.0,-1,8.0,1,11.0,9.0,155.0,11.0,11,122.22,Wizards Seventysixers,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Spurs,104,Grizzlies,95,1,2017,-8.5,3.5,195.5,22.0,-1,18013.0,15.0,5.0,1,27.0,10.0,75.0,50.67,17.0,20.0,83.33,1.0,7,7.0,9.0,0,0,5.0,"['James Capers', 'Derrick Collins', 'CJ Washington']",1,0.0,42.0,1.0,1,9.0,2,12.0,8.0,124.0,9.0,13,185.71,Spurs Grizzlies,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grizzlies,95,Spurs,104,0,2017,8.5,3.5,195.5,21.0,-8,18013.0,2.0,1.0,1,26.0,9.0,77.0,45.45,19.0,14.0,87.5,1.0,12,-7.0,-9.0,0,0,11.0,"['James Capers', 'Derrick Collins', 'CJ Washington']",-5,0.0,34.0,2.0,1,4.0,-8,4.0,11.0,124.0,17.0,7,58.33,Grizzlies Spurs,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Celtics,108,Seventysixers,97,1,2017,-8.5,-2.5,207.5,25.0,-1,18624.0,13.0,7.0,0,33.0,6.0,79.0,50.63,20.0,16.0,80.0,5.0,4,6.0,10.0,0,1,7.0,"['Derrick Stafford', 'Mark Ayotte', 'Ron Garretson']",1,0.0,44.0,2.0,1,7.0,-1,6.0,12.0,133.0,16.0,18,450.0,Celtics Seventysixers,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Seventysixers,97,Celtics,108,0,2017,8.5,-2.5,207.5,24.0,-2,18624.0,7.0,1.0,0,30.0,15.0,84.0,41.67,22.0,11.0,61.11,5.0,8,-6.0,-10.0,1,0,15.0,"['Derrick Stafford', 'Mark Ayotte', 'Ron Garretson']",1,0.0,36.0,0.0,6,11.0,1,8.0,16.0,133.0,19.0,12,150.0,Seventysixers Celtics,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Clippers,107,Jazz,126,1,2017,2.0,31.0,202.0,23.0,1,15139.0,9.0,6.0,1,26.0,10.0,70.0,54.29,16.0,21.0,70.0,7.0,11,1.0,0.0,0,1,10.0,"['Ed Malloy', 'J.T. Orr', 'Josh Tiven']",1,0.0,42.0,2.0,1,8.0,3,6.0,10.0,125.0,19.0,8,72.73,Clippers Jazz,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Jazz,126,Clippers,107,0,2017,-2.0,31.0,202.0,38.0,3,15139.0,24.0,2.0,1,23.0,12.0,85.0,57.65,20.0,11.0,78.57,7.0,11,-1.0,0.0,1,0,10.0,"['Ed Malloy', 'J.T. Orr', 'Josh Tiven']",-1,0.0,54.0,1.0,3,13.0,3,5.0,17.0,125.0,13.0,10,90.91,Jazz Clippers,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Hawks,114,Cavaliers,121,1,2017,7.5,19.5,215.5,24.0,-1,16379.0,9.0,4.0,0,21.0,15.0,79.0,51.9,20.0,20.0,83.33,11.0,16,-7.0,4.0,0,1,8.0,"['Tony Brown', 'Ray Acosta', 'Nick Buchert']",-1,0.0,50.0,4.0,3,9.0,-1,8.0,12.0,137.0,17.0,4,25.0,Hawks Cavaliers,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cavaliers,121,Hawks,114,0,2017,-7.5,19.5,215.5,30.0,2,16379.0,12.0,5.0,0,28.0,15.0,79.0,51.9,20.0,21.0,77.78,11.0,7,7.0,-4.0,1,0,12.0,"['Tony Brown', 'Ray Acosta', 'Nick Buchert']",-3,0.0,40.0,1.0,1,9.0,9,9.0,18.0,137.0,19.0,14,200.0,Cavaliers Hawks,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nuggets,111,Bulls,110,1,2017,-11.0,12.0,209.0,22.0,-1,15156.0,4.0,4.0,1,33.0,19.0,83.0,45.78,19.0,23.0,74.19,10.0,9,-9.0,-6.0,0,0,11.0,"['Tom Washington', 'Justin Van Duyne', 'James Williams']",-3,0.0,42.0,1.0,-1,7.0,-1,8.0,12.0,134.0,12.0,11,122.22,Nuggets Bulls,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Bulls,110,Nuggets,111,0,2017,11.0,12.0,209.0,25.0,-6,15156.0,18.0,4.0,0,34.0,5.0,82.0,53.66,27.0,13.0,61.9,10.0,16,9.0,6.0,0,0,6.0,"['Tom Washington', 'Justin Van Duyne', 'James Williams']",-2,0.0,56.0,1.0,2,4.0,-6,7.0,9.0,134.0,11.0,3,18.75,Bulls Nuggets,1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Trailblazers,91,Bucks,103,1,2017,-3.0,-7.5,201.5,17.0,2,19459.0,4.0,3.0,1,40.0,0.0,83.0,42.17,14.0,15.0,88.24,1.0,8,-12.0,-15.0,1,0,10.0,"['Mike Callahan', 'Bennie Adams', 'Leon Wood']",-1,0.0,42.0,2.0,-5,5.0,3,5.0,6.0,124.0,19.0,13,162.5,Trailblazers Bucks,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Bucks,103,Trailblazers,91,0,2017,3.0,-7.5,201.5,19.0,1,19459.0,24.0,5.0,0,30.0,16.0,87.0,48.28,20.0,13.0,86.67,1.0,9,12.0,15.0,0,1,5.0,"['Mike Callahan', 'Bennie Adams', 'Leon Wood']",2,0.0,46.0,1.0,-3,11.0,1,7.0,6.0,124.0,10.0,10,111.11,Bucks Trailblazers,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bulls,106,Kings,107,1,2017,1.5,17.5,195.5,30.0,1,19268.0,9.0,2.0,0,30.0,15.0,90.0,46.67,16.0,9.0,69.23,22.0,17,2.0,-1.0,0,0,8.0,"['Bill Spooner', 'Brent Barnaky', 'Kevin Scott']",1,0.0,46.0,0.0,-1,8.0,-7,10.0,13.0,121.0,8.0,3,17.65,Bulls Kings,1,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kings,107,Bulls,106,0,2017,-1.5,17.5,195.5,29.0,-1,19268.0,7.0,10.0,1,35.0,5.0,85.0,52.94,15.0,11.0,78.57,22.0,15,-2.0,1.0,0,0,8.0,"['Bill Spooner', 'Brent Barnaky', 'Kevin Scott']",2,0.0,64.0,2.0,1,5.0,-1,4.0,6.0,121.0,12.0,6,40.0,Kings Bulls,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Grizzlies,79,Spurs,95,1,2017,4.5,-18.5,192.5,19.0,-9,16413.0,4.0,7.0,1,30.0,10.0,74.0,40.54,26.0,14.0,77.78,2.0,13,-6.0,-9.0,1,0,8.0,"['Sean Wright', 'Pat Fraher', 'Scott Wall']",1,0.0,32.0,1.0,-1,8.0,-9,4.0,5.0,128.0,16.0,7,53.85,Grizzlies Spurs,0,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spurs,95,Grizzlies,79,0,2017,-4.5,-18.5,192.5,20.0,1,16413.0,25.0,5.0,1,36.0,12.0,70.0,44.29,18.0,22.0,68.75,2.0,7,6.0,9.0,0,1,7.0,"['Sean Wright', 'Pat Fraher', 'Scott Wall']",2,0.0,28.0,1.0,2,8.0,3,12.0,11.0,128.0,13.0,14,200.0,Spurs Grizzlies,0,1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Heat,105,Hornets,100,1,2017,-2.0,0.5,204.5,25.0,-2,19600.0,8.0,4.0,0,30.0,5.0,80.0,48.75,24.0,13.0,61.9,19.0,11,-8.0,1.0,0,0,9.0,"['Ken Mauer', 'Leroy Richardson', 'Michael Smith']",-4,0.0,36.0,1.0,-4,8.0,-2,10.0,14.0,136.0,21.0,10,90.91,Heat Hornets,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hornets,100,Heat,105,0,2017,2.0,0.5,204.5,21.0,-2,19600.0,15.0,5.0,0,30.0,16.0,79.0,48.1,24.0,19.0,90.48,19.0,12,8.0,-1.0,0,0,10.0,"['Ken Mauer', 'Leroy Richardson', 'Michael Smith']",1,0.0,44.0,1.0,-1,9.0,-3,3.0,5.0,136.0,22.0,8,66.67,Hornets Heat,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jazz,114,Pelicans,108,1,2017,2.5,16.5,205.5,25.0,4,17725.0,9.0,3.0,1,38.0,14.0,85.0,49.41,15.0,18.0,72.0,13.0,11,-2.0,-12.0,0,0,8.0,"['Monty McCutchen', 'Marat Kogut', 'Derek Richardson']",1,0.0,48.0,0.0,-1,7.0,4,7.0,12.0,129.0,8.0,11,100.0,Jazz Pelicans,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pelicans,108,Jazz,114,0,2017,-2.5,16.5,205.5,28.0,-2,17725.0,16.0,7.0,1,36.0,10.0,87.0,48.28,20.0,9.0,60.0,13.0,10,2.0,12.0,0,0,6.0,"['Monty McCutchen', 'Marat Kogut', 'Derek Richardson']",1,0.0,38.0,1.0,1,4.0,-2,6.0,15.0,129.0,10.0,11,110.0,Pelicans Jazz,1,-1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Magic,112,Warriors,133,1,2017,11.0,16.5,228.5,23.0,1,18846.0,0.0,4.0,0,22.0,20.0,96.0,45.83,15.0,13.0,72.22,0.0,13,-7.0,-15.0,1,0,13.0,"['Scott Foster', 'Curtis Blair', 'Eric Lewis']",5,0.0,58.0,1.0,1,9.0,1,6.0,11.0,126.0,14.0,9,69.23,Magic Warriors,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Warriors,133,Magic,112,0,2017,-11.0,16.5,228.5,46.0,-2,18846.0,23.0,11.0,1,35.0,19.0,88.0,62.5,16.0,11.0,100.0,0.0,6,7.0,15.0,0,1,7.0,"['Scott Foster', 'Curtis Blair', 'Eric Lewis']",2,0.0,70.0,1.0,-1,9.0,1,7.0,12.0,126.0,19.0,16,266.67,Warriors Magic,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Raptors,120,Pacers,115,1,2017,-6.5,17.0,218.0,29.0,2,19800.0,14.0,8.0,0,35.0,14.0,97.0,49.48,18.0,14.0,66.67,12.0,7,-5.0,7.0,1,0,12.0,"['Tony Brothers', 'Matt Boland', 'Gediminas Petraitis']",1,0.0,70.0,1.0,1,6.0,2,11.0,10.0,129.0,12.0,13,185.71,Raptors Pacers,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
