date,team,points,o:team,o:points,total
20151209,Lakers,122,Timberwolves,123,204.5
20151209,Wizards,103,Rockets,109,214
20151209,Rockets,109,Wizards,103,214
20151210,Bulls,83,Clippers,80,202.5
20151210,Clippers,80,Bulls,83,202.5
20151210,Kings,99,Knicks,97,209
20151210,Knicks,97,Kings,99,209
20151210,Nets,100,Seventysixers,91,197.5
20151210,Seventysixers,91,Nets,100,197.5
20151210,Thunder,107,Hawks,94,211
20151210,Hawks,94,Thunder,107,211
20151211,Celtics,119,Warriors,124,216
20151211,Warriors,124,Celtics,119,216
20151211,Grizzlies,99,Hornets,123,192.5
20151211,Hornets,123,Grizzlies,99,192.5
20151211,Jazz,90,Thunder,94,203
20151211,Thunder,94,Jazz,90,203
20151211,Magic,76,Cavaliers,111,197
20151211,Cavaliers,111,Magic,76,197
20151211,Nuggets,111,Timberwolves,108,202
20151211,Timberwolves,108,Nuggets,111,202
20151211,Pacers,96,Heat,83,196.5
20151211,Heat,83,Pacers,96,196.5
20151211,Pelicans,107,Wizards,105,214.5
20151211,Wizards,105,Pelicans,107,214.5
20151211,Raptors,90,Bucks,83,192
20151211,Bucks,83,Raptors,90,192
20151211,Seventysixers,95,Pistons,107,193
20151211,Pistons,107,Seventysixers,95,193
20151211,Spurs,109,Lakers,87,194.5
20151211,Lakers,87,Spurs,109,194.5
20151211,Suns,96,Trailblazers,106,209.5
20151211,Trailblazers,106,Suns,96,209.5
20151212,Bucks,108,Warriors,95,205
20151212,Warriors,95,Bucks,108,205
20151212,Bulls,98,Pelicans,94,202.5
20151212,Pelicans,94,Bulls,98,202.5
20151212,Hawks,78,Spurs,103,191.5
20151212,Spurs,103,Hawks,78,191.5
20151212,Hornets,93,Celtics,98,202
20151212,Celtics,98,Hornets,93,202
20151212,Mavericks,111,Wizards,114,207
20151212,Wizards,114,Mavericks,111,207
20151212,Nets,100,Clippers,105,205.5
20151212,Clippers,105,Nets,100,205.5
20151212,Pistons,118,Pacers,96,204
20151212,Pacers,96,Pistons,118,204
20151212,Rockets,126,Lakers,97,212
20151212,Lakers,97,Rockets,126,212
20151212,Trailblazers,110,Knicks,112,199
20151212,Knicks,112,Trailblazers,110,199
20151213,Heat,100,Grizzlies,97,192
20151213,Grizzlies,97,Heat,100,192
20151213,Raptors,96,Seventysixers,76,192.5
20151213,Seventysixers,76,Raptors,96,192.5
20151213,Suns,108,Timberwolves,101,209.5
20151213,Timberwolves,101,Suns,108,209.5
20151213,Thunder,104,Jazz,98,202.5
20151213,Jazz,98,Thunder,104,202.5
20151214,Bulls,115,Seventysixers,96,195
20151214,Seventysixers,96,Bulls,115,195
20151214,Grizzlies,112,Wizards,95,201
20151214,Wizards,95,Grizzlies,112,201
20151214,Hawks,88,Heat,100,191
20151214,Heat,100,Hawks,88,191
20151214,Mavericks,104,Suns,94,208.5
20151214,Suns,94,Mavericks,104,208.5
20151214,Nets,82,Magic,105,198
20151214,Magic,105,Nets,82,198
20151214,Nuggets,114,Rockets,108,209.5
20151214,Rockets,108,Nuggets,114,209.5
20151214,Pacers,106,Raptors,90,200.5
20151214,Raptors,90,Pacers,106,200.5
20151214,Pistons,103,Clippers,105,204
20151214,Clippers,105,Pistons,103,204
20151214,Spurs,118,Jazz,81,186.5
20151214,Jazz,81,Spurs,118,186.5
20151214,Trailblazers,105,Pelicans,101,211
20151214,Pelicans,101,Trailblazers,105,211
20151215,Celtics,77,Cavaliers,89,201.5
20151215,Cavaliers,89,Celtics,77,201.5
20151215,Kings,107,Rockets,97,219
20151215,Rockets,97,Kings,107,219
20151215,Lakers,113,Bucks,95,198.5
20151215,Bucks,95,Lakers,113,198.5
20151215,Timberwolves,100,Nuggets,112,204.5
20151215,Nuggets,112,Timberwolves,100,204.5
20151216,Bulls,98,Grizzlies,85,194.5
20151216,Grizzlies,85,Bulls,98,194.5
20151216,Clippers,103,Bucks,90,197.5
20151216,Bucks,90,Clippers,103,197.5
20151216,Hawks,127,Seventysixers,106,199.5
20151216,Seventysixers,106,Hawks,127,199.5
20151216,Jazz,94,Pelicans,104,201
20151216,Pelicans,104,Jazz,94,201
20151216,Knicks,107,Timberwolves,102,200
20151216,Timberwolves,102,Knicks,107,200
20151216,Magic,113,Hornets,98,198
20151216,Hornets,98,Magic,113,198
20151216,Nets,98,Heat,104,192
20151216,Heat,104,Nets,98,192
20151216,Pacers,107,Mavericks,81,207
20151216,Mavericks,81,Pacers,107,207
20151216,Pistons,119,Celtics,116,199.5
20151216,Celtics,116,Pistons,119,199.5
20151216,Spurs,114,Wizards,95,197.5
20151216,Wizards,95,Spurs,114,197.5
20151216,Thunder,106,Trailblazers,90,207.5
20151216,Trailblazers,90,Thunder,106,207.5
20151216,Warriors,128,Suns,103,219
20151216,Suns,103,Warriors,128,219
20151217,Cavaliers,104,Thunder,100,204
20151217,Thunder,100,Cavaliers,104,204
20151217,Hornets,109,Raptors,99,195.5
20151217,Raptors,99,Hornets,109,195.5
20151217,Lakers,87,Rockets,107,215
20151217,Rockets,107,Lakers,87,215
20151218,Bulls,144,Pistons,147,197
20151218,Pistons,147,Bulls,144,197
20151218,Celtics,101,Hawks,109,206.5
20151218,Hawks,109,Celtics,101,206.5
20151218,Heat,94,Raptors,108,187.5
20151218,Raptors,108,Heat,94,187.5
20151218,Jazz,97,Nuggets,88,194
20151218,Nuggets,88,Jazz,97,194
20151218,Magic,102,Trailblazers,94,202
20151218,Trailblazers,94,Magic,102,202
20151218,Mavericks,97,Grizzlies,88,197
20151218,Grizzlies,88,Mavericks,97,197
20151218,Pacers,104,Nets,97,205.5
20151218,Nets,97,Pacers,104,205.5
20151218,Seventysixers,97,Knicks,107,195
20151218,Knicks,107,Seventysixers,97,195
20151218,Spurs,115,Clippers,107,195.5
20151218,Clippers,107,Spurs,115,195.5
20151218,Suns,104,Pelicans,88,213.5
20151218,Pelicans,88,Suns,104,213.5
20151218,Timberwolves,99,Kings,95,213.5
20151218,Kings,95,Timberwolves,99,213.5
20151218,Warriors,121,Bucks,112,209.5
20151218,Bucks,112,Warriors,121,209.5
20151219,Grizzlies,96,Pacers,84,200
20151219,Pacers,84,Grizzlies,96,200
20151219,Knicks,107,Bulls,91,195
20151219,Bulls,91,Knicks,107,195
20151219,Rockets,107,Clippers,97,212
20151219,Clippers,97,Rockets,107,212
20151219,Thunder,118,Lakers,78,208
20151219,Lakers,78,Thunder,118,208
20151219,Wizards,109,Hornets,101,206
20151219,Hornets,101,Wizards,109,206
20151220,Cavaliers,108,Seventysixers,86,197
20151220,Seventysixers,86,Cavaliers,108,197
20151220,Heat,116,Trailblazers,109,194
20151220,Trailblazers,109,Heat,116,194
20151220,Magic,100,Hawks,103,201.5
20151220,Hawks,103,Magic,100,201.5
20151220,Nets,85,Timberwolves,100,203
20151220,Timberwolves,100,Nets,85,203
20151220,Nuggets,125,Pelicans,130,205
20151220,Pelicans,130,Nuggets,125,205
20151220,Raptors,94,Kings,104,206
20151220,Kings,104,Raptors,94,206
20151220,Suns,95,Bucks,101,203.5
20151220,Bucks,101,Suns,95,203.5
20151221,Bulls,102,Nets,105,197.5
20151221,Nets,105,Bulls,102,197.5
20151221,Celtics,113,Timberwolves,99,208.5
20151221,Timberwolves,99,Celtics,113,208.5
20151221,Clippers,99,Thunder,100,207.5
20151221,Thunder,100,Clippers,99,207.5
20151221,Hawks,106,Trailblazers,97,204.5
20151221,Trailblazers,97,Hawks,106,204.5
20151221,Jazz,110,Suns,89,199
20151221,Suns,89,Jazz,110,199
20151221,Knicks,99,Magic,107,197
20151221,Magic,107,Knicks,99,197
20151221,Rockets,102,Hornets,95,208
20151221,Hornets,95,Rockets,102,208
20151221,Spurs,106,Pacers,92,198
20151221,Pacers,92,Spurs,106,198
20151221,Wizards,113,Kings,99,216.5
20151221,Kings,99,Wizards,113,216.5
20151222,Heat,92,Pistons,93,195
20151222,Pistons,93,Heat,92,195
20151222,Nuggets,107,Lakers,111,205
20151222,Lakers,111,Nuggets,107,205
20151222,Raptors,103,Mavericks,99,196
20151222,Mavericks,99,Raptors,103,196
20151222,Seventysixers,90,Grizzlies,104,194
20151222,Grizzlies,104,Seventysixers,90,194
20151223,Bucks,113,Seventysixers,100,196
20151223,Seventysixers,100,Bucks,113,196
20151223,Cavaliers,91,Knicks,84,195
20151223,Knicks,84,Cavaliers,91,195
20151223,Hawks,107,Pistons,100,202
20151223,Pistons,100,Hawks,107,202
20151223,Hornets,89,Celtics,102,203.5
20151223,Celtics,102,Hornets,89,203.5
20151223,Lakers,85,Thunder,120,207.5
20151223,Thunder,120,Lakers,85,207.5
20151223,Magic,104,Rockets,101,207
20151223,Rockets,101,Magic,104,207
20151223,Nets,118,Mavericks,119,199
20151223,Mavericks,119,Nets,118,199
20151223,Pacers,106,Kings,108,214
20151223,Kings,108,Pacers,106,214
20151223,Pelicans,115,Trailblazers,89,203.5
20151223,Trailblazers,89,Pelicans,115,203.5
20151223,Suns,96,Nuggets,104,208
20151223,Nuggets,104,Suns,96,208
20151223,Timberwolves,83,Spurs,108,195.5
20151223,Spurs,108,Timberwolves,83,195.5
20151223,Warriors,103,Jazz,85,208.5
20151223,Jazz,85,Warriors,103,208.5
20151223,Wizards,100,Grizzlies,91,201
20151223,Grizzlies,91,Wizards,100,201
20151225,Heat,94,Pelicans,88,199
20151225,Pelicans,88,Heat,94,199
20151225,Lakers,84,Clippers,94,207
20151225,Clippers,94,Lakers,84,207
20151225,Rockets,88,Spurs,84,203.5
20151225,Spurs,84,Rockets,88,203.5
20151225,Thunder,96,Bulls,105,205
20151225,Bulls,105,Thunder,96,205
20151225,Warriors,89,Cavaliers,83,206.5
20151225,Cavaliers,83,Warriors,89,206.5
20151226,Bucks,90,Raptors,111,194
20151226,Raptors,111,Bucks,90,194
20151226,Hawks,117,Knicks,98,202.5
20151226,Knicks,98,Hawks,117,202.5
20151226,Hornets,98,Grizzlies,92,193.5
20151226,Grizzlies,92,Hornets,98,193.5
20151226,Jazz,104,Clippers,109,193.5
20151226,Clippers,109,Jazz,104,193.5
20151226,Magic,101,Heat,108,192.5
20151226,Heat,108,Magic,101,192.5
20151226,Mavericks,118,Bulls,111,200.5
20151226,Bulls,111,Mavericks,118,200.5
20151226,Nets,96,Wizards,111,205.5
20151226,Wizards,111,Nets,96,205.5
20151226,Pelicans,110,Rockets,108,210.5
20151226,Rockets,108,Pelicans,110,210.5
20151226,Pistons,93,Celtics,99,204
20151226,Celtics,99,Pistons,93,204
20151226,Spurs,101,Nuggets,86,194.5
20151226,Nuggets,86,Spurs,101,194.5
20151226,Suns,104,Seventysixers,111,205.5
20151226,Seventysixers,111,Suns,104,205.5
20151226,Timberwolves,88,Pacers,102,206
20151226,Pacers,102,Timberwolves,88,206
20151226,Trailblazers,105,Cavaliers,76,195.5
20151226,Cavaliers,76,Trailblazers,105,195.5
20151227,Celtics,100,Knicks,91,202
20151227,Knicks,91,Celtics,100,202
20151227,Grizzlies,112,Lakers,96,197
20151227,Lakers,96,Grizzlies,112,197
20151227,Kings,94,Trailblazers,98,208
20151227,Trailblazers,98,Kings,94,208
20151227,Thunder,122,Nuggets,112,207
20151227,Nuggets,112,Thunder,122,207
20151228,Bulls,104,Raptors,97,197.5
20151228,Raptors,97,Bulls,104,197.5
20151228,Heat,105,Nets,111,195.5
20151228,Nets,111,Heat,105,195.5
20151228,Hornets,108,Lakers,98,202.5
20151228,Lakers,98,Hornets,108,202.5
20151228,Jazz,95,Seventysixers,91,196
