date,team,points,o:team,o:points,total
20160330,Nuggets,109,Grizzlies,105,204
20160330,Jazz,96,Warriors,103,203
20160330,Warriors,103,Jazz,96,203
20160330,Kings,120,Wizards,111,219.5
20160330,Wizards,111,Kings,120,219.5
20160330,Lakers,102,Heat,100,207
20160330,Heat,100,Lakers,102,207
20160330,Mavericks,91,Knicks,89,199.5
20160330,Knicks,89,Mavericks,91,199.5
20160330,Raptors,105,Hawks,97,201
20160330,Hawks,97,Raptors,105,201
20160330,Spurs,100,Pelicans,92,196.5
20160330,Pelicans,92,Spurs,100,196.5
20160330,Timberwolves,79,Clippers,99,212
20160330,Clippers,99,Timberwolves,79,212
20160331,Cavaliers,107,Nets,87,210.5
20160331,Nets,87,Cavaliers,107,210.5
20160331,Pacers,94,Magic,114,208
20160331,Magic,114,Pacers,94,208
20160331,Pelicans,101,Nuggets,95,206.5
20160331,Nuggets,95,Pelicans,101,206.5
20160331,Rockets,100,Bulls,103,215.5
20160331,Bulls,103,Rockets,100,215.5
20160331,Thunder,119,Clippers,117,209.5
20160331,Clippers,117,Thunder,119,209.5
20160331,Trailblazers,116,Celtics,109,213
20160331,Celtics,109,Trailblazers,116,213
20160401,Bucks,113,Magic,110,208.5
20160401,Magic,110,Bucks,113,208.5
20160401,Grizzlies,95,Raptors,99,197.5
20160401,Raptors,99,Grizzlies,95,197.5
20160401,Hawks,108,Cavaliers,110,206.5
20160401,Cavaliers,110,Hawks,108,206.5
20160401,Hornets,100,Seventysixers,91,208.5
20160401,Seventysixers,91,Hornets,100,208.5
20160401,Jazz,98,Timberwolves,85,192.5
20160401,Timberwolves,85,Jazz,98,192.5
20160401,Kings,106,Heat,112,212
20160401,Heat,112,Kings,106,212
20160401,Knicks,105,Nets,91,202
20160401,Nets,91,Knicks,105,202
20160401,Pistons,89,Mavericks,98,205
20160401,Mavericks,98,Pistons,89,205
20160401,Suns,99,Wizards,106,213.5
20160401,Wizards,106,Suns,99,213.5
20160401,Warriors,106,Celtics,109,222
20160401,Celtics,109,Warriors,106,222
20160402,Bulls,90,Pistons,94,205.5
20160402,Pistons,94,Bulls,90,205.5
20160402,Nuggets,106,Kings,115,217.5
20160402,Kings,115,Nuggets,106,217.5
20160402,Seventysixers,102,Pacers,115,203.5
20160402,Pacers,115,Seventysixers,102,203.5
20160402,Spurs,102,Raptors,95,196.5
20160402,Raptors,95,Spurs,102,196.5
20160402,Trailblazers,110,Heat,93,209
20160402,Heat,93,Trailblazers,110,209
20160403,Bucks,98,Bulls,102,202.5
20160403,Bulls,102,Bucks,98,202.5
20160403,Cavaliers,112,Hornets,103,203.5
20160403,Hornets,103,Cavaliers,112,203.5
20160403,Clippers,114,Wizards,109,206.5
20160403,Wizards,109,Clippers,114,206.5
20160403,Knicks,87,Pacers,92,195.5
20160403,Pacers,92,Knicks,87,195.5
20160403,Lakers,100,Celtics,107,208.5
20160403,Celtics,107,Lakers,100,208.5
20160403,Magic,119,Grizzlies,107,206
20160403,Grizzlies,107,Magic,119,206
20160403,Nets,87,Pelicans,106,203
20160403,Pelicans,106,Nets,87,203
20160403,Rockets,118,Thunder,110,222
20160403,Thunder,110,Rockets,118,222
20160403,Suns,86,Jazz,101,193.5
20160403,Jazz,101,Suns,86,193.5
20160403,Timberwolves,78,Mavericks,88,206
20160403,Mavericks,88,Timberwolves,78,206
20160403,Warriors,136,Trailblazers,111,227
20160403,Trailblazers,111,Warriors,136,227
20160405,Bucks,80,Cavaliers,109,203
20160405,Cavaliers,109,Bucks,80,203
20160405,Clippers,103,Lakers,81,208
20160405,Lakers,81,Clippers,103,208
20160405,Grizzlies,108,Bulls,92,200.5
20160405,Bulls,92,Grizzlies,108,200.5
20160405,Hawks,103,Suns,90,207
20160405,Suns,90,Hawks,103,207
20160405,Heat,107,Pistons,89,202
20160405,Pistons,89,Heat,107,202
20160405,Jazz,86,Spurs,88,183.5
20160405,Spurs,88,Jazz,86,183.5
20160405,Kings,107,Trailblazers,115,222
20160405,Trailblazers,115,Kings,107,222
20160405,Nuggets,102,Thunder,124,217.5
20160405,Thunder,124,Nuggets,102,217.5
20160405,Raptors,96,Hornets,90,201.5
20160405,Hornets,90,Raptors,96,201.5
20160405,Seventysixers,107,Pelicans,93,206.5
20160405,Pelicans,93,Seventysixers,107,206.5
20160405,Warriors,117,Timberwolves,124,226
20160405,Timberwolves,124,Warriors,117,226
20160406,Celtics,104,Pelicans,97,207.5
20160406,Pelicans,97,Celtics,104,207.5
20160406,Knicks,97,Hornets,111,196.5
20160406,Hornets,111,Knicks,97,196.5
20160406,Lakers,81,Clippers,91,203.5
20160406,Clippers,91,Lakers,81,203.5
20160406,Magic,104,Pistons,108,208.5
20160406,Pistons,108,Magic,104,208.5
20160406,Mavericks,88,Rockets,86,206
20160406,Rockets,86,Mavericks,88,206
20160406,Pacers,123,Cavaliers,109,198
20160406,Cavaliers,109,Pacers,123,198
20160406,Trailblazers,120,Thunder,115,218
20160406,Thunder,115,Trailblazers,120,218
20160406,Wizards,121,Nets,103,210.5
20160406,Nets,103,Wizards,121,210.5
20160407,Hawks,95,Raptors,87,200
20160407,Raptors,87,Hawks,95,200
20160407,Heat,106,Bulls,98,204.5
20160407,Bulls,98,Heat,106,204.5
20160407,Kings,97,Timberwolves,105,220
20160407,Timberwolves,105,Kings,97,220
20160407,Rockets,115,Suns,124,214
20160407,Suns,124,Rockets,115,214
20160407,Warriors,112,Spurs,101,208
20160407,Spurs,101,Warriors,112,208
20160408,Celtics,124,Bucks,109,204.5
20160408,Bucks,109,Celtics,124,204.5
20160408,Hornets,113,Nets,99,207
20160408,Nets,99,Hornets,113,207
20160408,Jazz,99,Clippers,102,184.5
20160408,Clippers,102,Jazz,99,184.5
20160408,Magic,112,Heat,109,208
20160408,Heat,109,Magic,112,208
20160408,Mavericks,103,Grizzlies,93,192.5
20160408,Grizzlies,93,Mavericks,103,192.5
20160408,Nuggets,102,Spurs,98,198
20160408,Spurs,98,Nuggets,102,198
20160408,Pelicans,110,Lakers,102,202.5
20160408,Lakers,102,Pelicans,110,202.5
20160408,Pistons,112,Wizards,99,205.5
20160408,Wizards,99,Pistons,112,205.5
20160408,Raptors,111,Pacers,98,194.5
20160408,Pacers,98,Raptors,111,194.5
20160408,Seventysixers,102,Knicks,109,204
20160408,Knicks,109,Seventysixers,102,204
20160409,Bulls,105,Cavaliers,102,205
20160409,Cavaliers,102,Bulls,105,205
20160409,Grizzlies,99,Warriors,100,212
20160409,Warriors,100,Grizzlies,99,212
20160409,Hawks,118,Celtics,107,207
20160409,Celtics,107,Hawks,118,207
20160409,Kings,114,Thunder,112,226
20160409,Thunder,112,Kings,114,226
20160409,Pelicans,100,Suns,121,209
20160409,Suns,121,Pelicans,100,209
20160409,Trailblazers,105,Timberwolves,106,215
20160409,Timberwolves,106,Trailblazers,105,215
20160410,Clippers,98,Mavericks,91,195
20160410,Mavericks,91,Clippers,98,195
20160410,Heat,118,Magic,96,211.5
20160410,Magic,96,Heat,118,211.5
20160410,Knicks,89,Raptors,93,195
20160410,Raptors,93,Knicks,89,195
20160410,Nuggets,84,Jazz,100,192
20160410,Jazz,100,Nuggets,84,192
20160410,Pacers,129,Nets,105,204
20160410,Nets,105,Pacers,129,204
20160410,Rockets,130,Lakers,110,213
20160410,Lakers,110,Rockets,130,213
20160410,Seventysixers,108,Bucks,109,205
20160410,Bucks,109,Seventysixers,108,205
20160410,Spurs,86,Warriors,92,205
20160410,Warriors,92,Spurs,86,205
20160410,Wizards,113,Hornets,98,206.5
20160410,Hornets,98,Wizards,113,206.5
20160411,Cavaliers,109,Hawks,94,204
20160411,Hawks,94,Cavaliers,109,204
20160411,Celtics,100,Hornets,114,210
20160411,Hornets,114,Celtics,100,210
20160411,Jazz,92,Mavericks,101,180.5
20160411,Mavericks,101,Jazz,92,180.5
20160411,Magic,107,Bucks,98,209.5
20160411,Bucks,98,Magic,107,209.5
20160411,Nets,111,Wizards,120,213
20160411,Wizards,120,Nets,111,213
20160411,Pelicans,116,Bulls,121,206
20160411,Bulls,121,Pelicans,116,206
20160411,Suns,101,Kings,105,218.5
20160411,Kings,105,Suns,101,218.5
20160411,Thunder,112,Lakers,79,215.5
20160411,Lakers,79,Thunder,112,215.5
20160411,Timberwolves,105,Rockets,129,216.5
20160411,Rockets,129,Timberwolves,105,216.5
20160412,Clippers,110,Grizzlies,84,198.5
20160412,Grizzlies,84,Clippers,110,198.5
20160412,Pacers,102,Knicks,90,197.5
20160412,Knicks,90,Pacers,102,197.5
20160412,Pistons,93,Heat,99,199.5
20160412,Heat,99,Pistons,93,199.5
20160412,Raptors,122,Seventysixers,98,204
20160412,Seventysixers,98,Raptors,122,204
20160412,Spurs,102,Thunder,98,203
20160412,Thunder,98,Spurs,102,203
20160413,Bucks,92,Pacers,97,201.5
20160413,Pacers,97,Bucks,92,201.5
20160413,Bulls,115,Seventysixers,105,209.5
20160413,Seventysixers,105,Bulls,115,209.5
20160413,Cavaliers,110,Pistons,112,195.5
20160413,Pistons,112,Cavaliers,110,195.5
20160413,Celtics,98,Heat,88,206
20160413,Heat,88,Celtics,98,206
20160413,Hornets,117,Magic,103,211
20160413,Magic,103,Hornets,117,211
20160413,Lakers,101,Jazz,96,194.5
20160413,Jazz,96,Lakers,101,194.5
20160413,Mavericks,91,Spurs,96,187
20160413,Spurs,96,Mavericks,91,187
20160413,Nets,96,Raptors,103,206
20160413,Raptors,103,Nets,96,206
20160413,Rockets,116,Kings,81,220.5
20160413,Kings,81,Rockets,116,220.5
20160413,Suns,114,Clippers,105,205
20160413,Clippers,105,Suns,114,205
20160413,Timberwolves,144,Pelicans,109,213
20160413,Pelicans,109,Timberwolves,144,213
20160413,Trailblazers,107,Nuggets,99,216.5
20160413,Nuggets,99,Trailblazers,107,216.5
20160413,Warriors,125,Grizzlies,104,213
20160413,Grizzlies,104,Warriors,125,213
20160413,Wizards,109,Hawks,98,209
20160413,Hawks,98,Wizards,109,209
20160416,Hawks,102,Celtics,101,205.5
20160416,Celtics,101,Hawks,102,205.5
20160416,Raptors,90,Pacers,100,194
20160416,Pacers,100,Raptors,90,194
20160416,Thunder,108,Mavericks,70,206
20160416,Mavericks,70,Thunder,108,206
20160416,Warriors,104,Rockets,78,225.5
20160416,Rockets,78,Warriors,104,225.5
20160417,Cavaliers,106,Pistons,101,201.5
20160417,Pistons,101,Cavaliers,106,201.5
20160417,Clippers,115,Trailblazers,95,210.5
20160417,Trailblazers,95,Clippers,115,210.5
20160417,Heat,123,Hornets,91,200
20160417,Hornets,91,Heat,123,200
20160417,Spurs,106,Grizzlies,74,189.5
20160417,Grizzlies,74,Spurs,106,189.5
20160418,Raptors,98,Pacers,87,194
20160418,Pacers,87,Raptors,98,194
20160418,Thunder,84,Mavericks,85,201
20160418,Mavericks,85,Thunder,84,201
20160418,Warriors,115,Rockets,106,217
20160418,Rockets,106,Warriors,115,217
20160419,Hawks,89,Celtics,72,206
20160419,Celtics,72,Hawks,89,206
20160419,Spurs,94,Grizzlies,68,187.5
20160419,Grizzlies,68,Spurs,94,187.5
20160420,Cavaliers,107,Pistons,90,201.5
20160420,Pistons,90,Cavaliers,107,201.5
20160420,Clippers,102,Trailblazers,81,209
20160420,Trailblazers,81,Clippers,102,209
20160420,Heat,115,Hornets,103,199.5
20160420,Hornets,103,Heat,115,199.5
20160421,Mavericks,102,Thunder,131,198
20160421,Thunder,131,Mavericks,102,198
20160421,Pacers,85,Raptors,101,194
20160421,Raptors,101,Pacers,85,194
20160421,Rockets,97,Warriors,96,215.5
20160421,Warriors,96,Rockets,97,215.5
20160422,Celtics,111,Hawks,103,202
20160422,Hawks,103,Celtics,111,202
20160422,Grizzlies,87,Spurs,96,183
20160422,Spurs,96,Grizzlies,87,183
20160422,Pistons,91,Cavaliers,101,200
20160422,Cavaliers,101,Pistons,91,200
20160423,Hornets,96,Heat,80,198
20160423,Heat,80,Hornets,96,198
20160423,Mavericks,108,Thunder,119,203.5
20160423,Thunder,119,Mavericks,108,203.5
20160423,Pacers,100,Raptors,83,193
20160423,Raptors,83,Pacers,100,193
20160423,Trailblazers,96,Clippers,88,208
20160423,Clippers,88,Trailblazers,96,208
20160424,Celtics,104,Hawks,95,203.5
20160424,Hawks,95,Celtics,104,203.5
20160424,Grizzlies,95,Spurs,116,183
20160424,Spurs,116,Grizzlies,95,183
20160424,Pistons,98,Cavaliers,100,198
20160424,Cavaliers,100,Pistons,98,198
20160424,Rockets,94,Warriors,121,217.5
20160424,Warriors,121,Rockets,94,217.5
20160425,Hornets,89,Heat,85,194.5
20160425,Heat,85,Hornets,89,194.5
20160425,Thunder,118,Mavericks,104,206
20160425,Mavericks,104,Thunder,118,206
20160425,Trailblazers,98,Clippers,84,205
20160425,Clippers,84,Trailblazers,98,205
20160426,Hawks,110,Celtics,83,198
20160426,Celtics,83,Hawks,110,198
20160426,Raptors,102,Pacers,99,194
20160426,Pacers,99,Raptors,102,194
20160427,Clippers,98,Trailblazers,108,197
20160427,Trailblazers,108,Clippers,98,197
20160427,Heat,88,Hornets,90,194
20160427,Hornets,90,Heat,88,194
20160427,Warriors,114,Rockets,81,212
20160427,Rockets,81,Warriors,114,212
20160428,Celtics,92,Hawks,104,198
20160428,Hawks,104,Celtics,92,198
20160429,Hornets,90,Heat,97,191.5
20160429,Heat,97,Hornets,90,191.5
20160429,Pacers,101,Raptors,83,194
20160429,Raptors,83,Pacers,101,194
20160429,Trailblazers,106,Clippers,103,198.5
20160429,Clippers,103,Trailblazers,106,198.5
20160430,Spurs,124,Thunder,92,201
20160430,Thunder,92,Spurs,124,201
20160501,Heat,106,Hornets,73,191
20160501,Hornets,73,Heat,106,191
20160501,Raptors,89,Pacers,84,189.5
20160501,Pacers,84,Raptors,89,189.5
20160501,Warriors,118,Trailblazers,106,210
20160501,Trailblazers,106,Warriors,118,210
20160502,Cavaliers,104,Hawks,93,200.5
20160502,Hawks,93,Cavaliers,104,200.5
20160502,Spurs,97,Thunder,98,200
20160502,Thunder,98,Spurs,97,200
20160503,Raptors,96,Heat,102,191.5
20160503,Heat,102,Raptors,96,191.5
20160503,Warriors,110,Trailblazers,99,212
20160503,Trailblazers,99,Warriors,110,212
20160504,Cavaliers,123,Hawks,98,198
20160504,Hawks,98,Cavaliers,123,198
20160505,Raptors,96,Heat,92,189
20160505,Heat,92,Raptors,96,189
20160506,Hawks,108,Cavaliers,121,199
20160506,Cavaliers,121,Hawks,108,199
20160506,Thunder,96,Spurs,100,199.5
20160506,Spurs,100,Thunder,96,199.5
20160507,Heat,91,Raptors,95,187
20160507,Raptors,95,Heat,91,187
20160507,Trailblazers,120,Warriors,108,213
20160507,Warriors,108,Trailblazers,120,213
20160508,Hawks,99,Cavaliers,100,204.5
20160508,Cavaliers,100,Hawks,99,204.5
20160508,Thunder,111,Spurs,97,199
20160508,Spurs,97,Thunder,111,199
20160509,Heat,94,Raptors,87,192
20160509,Raptors,87,Heat,94,192
20160509,Trailblazers,125,Warriors,132,215.5
20160509,Warriors,132,Trailblazers,125,215.5
20160510,Spurs,91,Thunder,95,199
20160510,Thunder,95,Spurs,91,199
20160511,Raptors,99,Heat,91,189
20160511,Heat,91,Raptors,99,189
20160511,Warriors,125,Trailblazers,121,217.5
20160511,Trailblazers,121,Warriors,125,217.5
20160512,Thunder,113,Spurs,99,197.5
20160512,Spurs,99,Thunder,113,197.5
20160513,Heat,103,Raptors,91,189
20160513,Raptors,91,Heat,103,189
20160515,Raptors,116,Heat,89,188
20160515,Heat,89,Raptors,116,188
20160516,Warriors,102,Thunder,108,224.5
20160516,Thunder,108,Warriors,102,224.5
20160517,Cavaliers,115,Raptors,84,199.5
20160517,Raptors,84,Cavaliers,115,199.5
20160518,Warriors,118,Thunder,91,223
20160518,Thunder,91,Warriors,118,223
20160519,Cavaliers,108,Raptors,89,198
20160519,Raptors,89,Cavaliers,108,198
20160521,Raptors,99,Cavaliers,84,199
20160521,Cavaliers,84,Raptors,99,199
20160522,Thunder,133,Warriors,105,220
20160522,Warriors,105,Thunder,133,220
20160523,Raptors,105,Cavaliers,99,197.5
20160523,Cavaliers,99,Raptors,105,197.5
20160524,Thunder,118,Warriors,94,222
20160524,Warriors,94,Thunder,118,222
20160525,Cavaliers,116,Raptors,78,197
20160525,Raptors,78,Cavaliers,116,197
20160526,Warriors,120,Thunder,111,220.5
20160526,Thunder,111,Warriors,120,220.5
20160527,Raptors,87,Cavaliers,113,198.5
20160527,Cavaliers,113,Raptors,87,198.5
20160528,Thunder,101,Warriors,108,220.5
20160528,Warriors,108,Thunder,101,220.5
20160530,Warriors,96,Thunder,88,218
20160530,Thunder,88,Warriors,96,218
20160602,Warriors,104,Cavaliers,89,208
20160602,Cavaliers,89,Warriors,104,208
20160605,Warriors,110,Cavaliers,77,209
20160605,Cavaliers,77,Warriors,110,209
20160608,Cavaliers,120,Warriors,90,206
20160608,Warriors,90,Cavaliers,120,206
20160610,Cavaliers,97,Warriors,108,206.5
20160610,Warriors,108,Cavaliers,97,206.5
20160613,Warriors,97,Cavaliers,112,207.5
20160613,Cavaliers,112,Warriors,97,207.5
20160616,Cavaliers,115,Warriors,101,207.5
20160616,Warriors,101,Cavaliers,115,207.5
20160619,Warriors,89,Cavaliers,93,206.5
20160619,Cavaliers,93,Warriors,89,206.5
